word,countrycode,year,month,day,hour,minute,second,recognized,c1,c2,c3,c4,c5,c6,c7,c8,c9
1,39,2017,03,03,16,05,57,0,2,30,22,50,76,72,24,31,8
1,235,2017,03,17,22,39,2,1,2,21,0,42,76,52,0,29,0
1,235,2017,03,02,17,43,23,0,9,6,0,24,49,26,9,6,0
1,31,2017,03,07,19,07,42,1,19,21,27,44,54,35,12,19,24
1,182,2017,01,30,12,49,59,1,0,20,13,44,49,56,0,22,17
1,182,2017,03,14,11,58,35,1,12,3,19,45,44,54,6,24,0
1,181,2017,03,26,15,50,6,1,0,7,2,32,65,44,0,11,2
1,103,2017,03,26,08,33,24,1,0,12,0,42,68,46,3,14,0
1,235,2017,01,26,04,12,30,1,12,0,0,45,61,46,0,22,0
1,235,2017,03,15,16,47,48,1,0,30,0,37,66,46,4,29,0
1,235,2017,03,03,16,00,24,1,0,17,5,34,61,38,0,25,0
1,235,2017,01,23,15,25,35,1,0,1,2,30,59,45,0,5,0
1,235,2017,03,14,23,20,24,1,0,12,0,45,55,51,0,24,0
1,234,2017,03,24,21,22,18,1,0,17,20,33,58,53,0,24,1
1,235,2017,03,08,02,55,59,0,26,8,15,63,74,67,12,29,0
1,235,2017,03,09,15,18,39,1,0,6,0,40,73,45,4,19,6
1,199,2017,03,20,14,42,26,1,0,8,5,43,72,59,0,13,0
1,234,2017,01,23,12,58,11,1,2,10,0,57,63,30,11,26,16
1,109,2017,03,09,19,33,9,1,0,5,0,31,53,39,0,8,0
1,234,2017,03,17,09,19,48,1,0,6,0,39,57,43,6,12,0
1,235,2017,03,28,22,26,47,1,0,16,11,13,52,67,30,14,0
1,235,2017,03,28,17,24,59,1,7,5,21,38,63,49,5,30,0
1,234,2017,03,01,19,50,30,0,0,2,0,33,61,44,0,7,0
1,235,2017,01,26,20,14,10,1,0,17,14,37,60,48,0,30,2
1,3,2017,03,13,16,54,49,1,7,2,0,45,44,42,5,25,14
1,13,2017,03,22,09,44,19,1,12,36,15,39,53,30,0,38,0
1,235,2017,03,11,20,27,2,1,3,23,13,55,69,70,7,16,8
1,235,2017,03,13,15,06,9,1,16,29,14,20,62,45,23,10,42
1,174,2017,03,22,14,16,9,1,2,16,1,52,56,37,0,8,14
1,235,2017,03,06,20,11,23,1,0,2,0,38,57,47,0,9,0
1,31,2017,01,31,23,40,31,1,0,10,0,43,64,46,0,23,0
1,233,2017,03,03,09,00,0,1,0,31,6,18,67,23,14,32,0
1,235,2017,01,23,03,03,34,1,0,11,0,42,59,47,0,16,0
1,39,2017,03,05,03,59,55,1,6,8,9,39,44,48,0,9,15
1,55,2017,03,02,11,33,22,1,0,27,0,31,55,54,12,32,8
1,235,2017,03,17,16,39,55,1,9,12,13,41,48,60,6,30,5
1,31,2017,03,28,15,24,54,1,26,18,0,42,36,40,0,29,0
1,235,2017,01,24,20,50,17,1,0,26,2,36,51,51,0,20,15
1,74,2017,03,08,19,42,46,1,0,28,5,42,61,50,1,36,3
1,234,2017,03,28,17,32,38,1,0,0,7,41,59,56,0,3,18
1,235,2017,03,15,18,45,16,1,21,34,4,27,57,43,0,39,1
1,235,2017,03,03,00,16,20,1,0,2,11,23,66,40,29,20,20
1,109,2017,03,01,08,45,19,0,0,0,0,43,53,49,5,0,5
1,182,2017,03,19,21,48,25,1,0,0,0,45,57,44,3,2,0
1,235,2017,03,13,11,44,35,1,0,36,0,18,63,25,0,40,0
1,235,2017,03,10,00,46,54,1,16,15,14,50,49,44,3,22,19
1,102,2017,03,21,17,12,49,1,7,18,26,32,29,39,32,52,2
1,235,2017,03,15,19,22,19,1,17,12,6,41,60,54,0,14,17
1,201,2017,03,12,10,44,43,1,4,34,18,46,60,63,25,28,0
1,235,2017,03,20,00,19,15,1,18,30,14,52,54,44,6,46,6
1,114,2017,03,22,09,59,44,1,0,5,6,36,63,44,0,12,6
1,55,2017,03,28,15,56,12,1,2,0,0,42,60,39,4,4,0
1,74,2017,03,03,09,20,26,1,0,32,0,38,62,52,7,30,17
1,234,2017,03,13,19,42,1,1,0,29,0,47,54,47,7,19,13
1,143,2017,03,19,02,23,19,1,0,21,0,42,42,49,17,7,0
1,235,2017,03,08,15,08,7,1,0,8,5,36,64,45,0,12,0
1,235,2017,03,27,15,06,54,1,0,20,8,46,59,51,14,14,0
1,235,2017,03,09,14,09,42,1,16,11,0,37,62,31,0,16,0
1,235,2017,03,09,01,22,2,1,13,39,4,29,43,40,0,34,0
1,235,2017,03,17,19,13,2,1,8,32,13,54,47,47,0,11,36
1,102,2017,03,10,16,48,35,1,1,39,0,29,69,34,9,36,0
1,214,2017,03,24,07,18,26,1,7,0,0,43,64,47,0,13,0
1,176,2017,01,23,16,29,43,1,0,0,0,33,61,56,8,8,4
1,235,2017,01,31,23,16,16,1,0,42,0,27,60,21,15,49,27
1,235,2017,03,03,13,10,12,1,0,4,0,28,68,27,0,10,0
1,55,2017,03,10,14,29,52,1,22,9,11,55,48,43,33,32,19
1,34,2017,03,18,16,40,15,1,0,12,2,39,73,55,0,14,2
1,156,2017,03,16,13,44,52,1,0,9,0,28,65,48,0,11,0
1,182,2017,03,09,19,09,35,1,0,5,19,54,49,35,4,25,0
1,235,2017,03,05,01,21,57,1,6,33,0,39,54,47,11,31,0
1,100,2017,03,16,06,21,55,1,31,42,26,44,60,48,0,37,0
1,235,2017,01,25,15,37,41,1,0,25,0,38,66,50,0,28,3
1,235,2017,03,09,17,29,59,1,0,14,28,40,46,55,5,19,19
1,182,2017,03,22,08,48,23,1,0,28,10,35,45,49,0,30,0
1,13,2017,03,22,01,40,48,1,0,23,30,21,60,53,35,13,6
1,201,2017,01,29,20,00,21,1,0,27,0,50,74,42,4,34,0
1,234,2017,01,28,22,12,8,1,0,11,0,46,54,42,0,18,0
1,220,2017,03,01,16,19,22,1,0,7,2,32,65,51,0,7,11
1,10,2017,03,02,21,26,14,1,0,19,0,45,47,46,0,26,0
1,235,2017,01,26,18,02,31,1,7,17,4,41,59,35,12,14,0
1,241,2017,01,31,09,55,54,1,2,48,7,49,56,57,12,57,8
1,235,2017,03,08,20,40,6,1,9,11,0,47,72,47,12,7,0
1,235,2017,03,07,00,15,12,1,0,18,0,23,54,43,19,24,12
1,196,2017,03,01,17,56,28,1,0,26,0,48,59,47,11,38,0
1,233,2017,03,09,22,57,8,1,0,9,35,34,53,39,0,39,3
1,235,2017,03,03,20,25,10,1,0,29,0,37,49,52,0,18,21
1,235,2017,03,24,15,05,47,1,0,13,4,30,51,54,13,22,0
1,235,2017,03,04,17,51,36,0,0,2,0,32,74,41,0,7,0
1,13,2017,01,31,07,00,37,1,0,0,5,35,45,56,10,13,0
1,235,2017,03,15,20,34,6,1,12,16,0,45,63,39,0,22,13
1,194,2017,03,14,16,41,21,1,0,11,0,41,66,53,8,3,0
1,99,2017,03,08,19,05,56,0,12,43,30,8,46,20,12,43,4
1,235,2017,03,24,22,56,12,1,3,26,22,49,80,58,17,25,0
1,235,2017,03,07,14,23,50,1,6,22,1,54,64,57,0,25,1
1,235,2017,03,14,17,38,14,1,0,11,0,36,59,39,12,27,23
1,235,2017,03,09,00,16,33,1,11,45,0,37,67,46,0,41,13
1,118,2017,03,22,08,58,21,1,11,14,7,19,62,45,16,5,28
1,235,2017,03,24,17,31,39,1,0,12,0,53,55,56,0,17,4
1,235,2017,03,24,15,07,39,1,0,11,0,34,58,40,4,30,1
1,235,2017,03,15,17,00,19,1,0,22,7,39,45,60,6,41,6
1,227,2017,01,30,17,58,55,1,2,4,21,45,57,58,0,30,3
1,235,2017,03,07,15,22,5,1,7,0,0,46,64,42,0,19,0
1,39,2017,03,01,16,00,29,1,0,15,3,51,55,53,0,26,8
1,217,2017,01,30,11,44,55,1,0,17,22,56,67,36,10,19,0
1,39,2017,03,18,02,46,58,1,3,3,0,43,58,40,8,2,0
1,235,2017,01,23,14,30,58,1,24,13,27,44,51,46,6,42,8
1,37,2017,03,13,04,44,36,1,0,28,9,28,48,52,6,9,40
1,235,2017,03,23,13,39,2,1,0,15,0,34,69,44,0,20,2
1,13,2017,03,01,08,18,23,1,0,9,0,35,62,36,0,15,0
1,74,2017,03,06,16,20,21,0,34,27,26,25,62,43,44,32,15
1,39,2017,03,01,21,44,0,0,0,31,5,26,40,47,27,18,33
1,167,2017,03,02,19,14,24,0,1,30,8,64,74,67,3,25,0
1,55,2017,03,05,14,15,47,0,0,0,6,33,22,63,0,0,8
1,39,2017,03,11,15,35,1,1,0,13,9,42,41,39,11,29,22
1,235,2017,03,17,23,38,49,1,0,17,0,36,62,41,0,19,0
1,235,2017,01,26,18,55,56,1,6,23,0,42,46,49,0,31,0
1,39,2017,01,29,20,15,24,1,0,17,18,44,56,56,11,34,0
1,13,2017,03,27,02,17,13,1,0,8,2,45,56,54,0,8,9
1,41,2017,03,08,23,07,24,1,0,17,9,38,66,41,0,14,4
1,235,2017,03,05,20,33,27,1,9,1,0,39,58,49,0,1,16
1,235,2017,03,04,20,45,38,1,0,12,0,38,62,38,0,16,0
1,13,2017,03,12,23,21,7,1,0,15,3,40,55,53,1,25,6
1,235,2017,03,06,00,58,30,0,42,9,12,40,70,45,41,42,54
1,100,2017,03,13,17,10,39,1,16,45,1,22,45,44,13,36,0
1,182,2017,03,18,18,46,58,1,0,17,0,36,62,45,11,24,0
1,39,2017,03,26,16,46,42,1,13,21,0,51,60,53,18,22,34
1,156,2017,01,27,15,15,16,1,0,21,0,51,45,42,6,31,5
1,235,2017,03,20,19,28,3,1,0,0,0,40,59,41,0,4,0
1,235,2017,03,09,18,11,11,1,0,15,10,45,66,53,0,20,0
1,75,2017,03,06,19,11,20,0,0,0,0,38,69,38,0,0,5
1,235,2017,03,03,00,54,1,1,31,18,12,28,45,32,0,25,0
1,108,2017,03,05,10,35,27,1,0,30,0,47,51,52,21,14,7
1,235,2017,03,22,18,37,57,1,12,43,11,40,56,49,32,27,5
1,235,2017,03,17,21,48,32,1,0,30,0,21,52,25,4,37,0
1,234,2017,03,23,13,12,25,1,0,20,0,34,57,39,0,26,0
1,235,2017,01,23,21,47,13,1,0,2,10,35,66,39,0,20,0
1,235,2017,03,26,16,09,31,1,0,10,8,42,51,58,0,17,10
1,235,2017,01,29,22,58,15,1,2,21,0,48,53,43,5,20,0
1,194,2017,03,09,20,32,8,0,0,0,0,46,71,51,0,4,1
1,234,2017,03,29,09,56,8,1,0,30,21,29,61,45,14,30,20
1,235,2017,03,10,16,01,17,1,0,27,3,12,34,38,0,18,32
1,194,2017,03,26,11,32,47,1,0,2,7,48,60,55,12,4,0
1,234,2017,03,12,17,08,12,1,4,23,3,42,60,45,0,26,3
1,235,2017,03,07,05,26,4,0,11,16,14,55,73,44,6,8,0
1,235,2017,03,28,18,11,8,1,0,15,0,44,71,48,0,20,0
1,235,2017,03,07,19,12,9,1,9,0,0,42,65,43,4,12,0
1,194,2017,03,16,10,31,2,1,0,8,0,35,56,44,0,13,0
1,128,2017,03,15,16,25,36,1,9,0,0,42,67,44,0,11,0
1,235,2017,01,26,03,15,43,1,0,9,3,32,54,41,0,9,8
1,143,2017,03,01,02,26,42,0,0,5,0,42,49,53,8,13,0
1,100,2017,03,09,14,43,19,0,1,4,5,42,73,41,3,12,0
1,109,2017,03,04,17,37,14,0,24,33,37,18,54,25,26,26,34
1,235,2017,03,06,15,58,36,0,15,0,0,53,55,44,18,24,29
1,235,2017,01,28,01,48,22,1,0,24,0,53,59,55,0,25,6
1,235,2017,03,05,01,00,17,1,6,16,0,42,59,34,0,27,14
1,235,2017,01,29,04,19,4,1,0,0,0,42,62,38,0,4,0
1,235,2017,03,03,14,22,46,1,22,23,2,52,42,52,12,28,3
1,235,2017,03,27,23,40,56,1,4,36,29,48,46,36,20,49,6
1,235,2017,03,03,22,44,7,0,22,12,0,39,72,57,35,12,0
1,39,2017,03,26,17,15,28,1,4,16,0,43,54,38,5,28,0
1,109,2017,01,29,16,25,57,1,0,4,5,44,61,63,4,2,17
1,235,2017,03,10,20,02,40,1,0,40,0,38,48,43,7,53,0
1,214,2017,03,10,13,01,48,0,0,14,25,51,81,36,32,27,0
1,234,2017,03,08,14,42,54,0,0,0,0,39,55,56,0,3,5
1,196,2017,01,31,13,04,36,1,2,15,9,38,60,58,0,0,22
1,235,2017,01,23,15,44,10,1,0,30,27,36,53,50,6,34,0
1,235,2017,03,02,18,13,9,1,0,8,0,33,58,49,0,12,0
1,39,2017,03,19,07,12,15,1,0,0,7,32,52,49,9,13,22
1,235,2017,03,24,14,18,56,1,27,23,3,26,51,47,0,6,21
1,39,2017,03,05,17,09,38,1,6,20,7,39,61,55,3,10,10
1,39,2017,03,06,18,43,26,0,0,9,0,35,53,45,1,18,0
1,234,2017,03,25,21,35,16,1,0,16,16,41,48,28,8,38,19
1,235,2017,03,28,17,55,58,1,0,20,0,23,40,38,20,29,9
1,21,2017,03,10,17,38,4,1,0,14,4,37,49,48,8,29,0
1,235,2017,01,30,19,07,38,1,0,28,0,33,56,62,7,36,17
1,31,2017,03,13,01,15,8,1,4,15,0,43,63,40,0,23,0
1,235,2017,03,20,02,49,39,1,3,10,1,37,58,52,0,11,2
1,235,2017,01,27,13,51,38,1,0,19,0,37,61,42,0,29,0
1,165,2017,03,22,15,06,6,1,0,26,4,22,56,54,16,18,33
1,241,2017,01,31,07,43,10,1,0,19,6,34,55,48,0,21,16
1,235,2017,03,17,23,03,2,1,31,31,18,38,44,55,0,21,20
1,235,2017,03,24,18,43,20,1,0,23,0,50,43,28,0,26,3
1,182,2017,03,09,16,29,41,0,0,18,0,41,44,38,23,30,34
1,235,2017,03,08,16,50,35,0,0,0,3,39,63,52,8,15,0
1,13,2017,03,13,10,03,37,1,7,0,0,47,68,49,5,15,8
1,37,2017,03,19,04,08,3,1,0,0,0,43,76,56,0,5,2
1,182,2017,03,21,08,59,7,1,11,24,0,39,51,43,29,18,0
1,235,2017,03,09,17,52,44,1,3,39,0,36,49,46,0,45,0
1,234,2017,03,09,04,18,23,0,0,0,3,45,67,64,0,7,6
1,108,2017,03,20,11,13,4,1,15,28,0,39,59,45,22,35,1
1,82,2017,03,26,08,20,51,1,0,38,0,29,47,44,13,34,0
1,82,2017,03,04,22,23,28,0,0,4,3,39,77,58,3,8,1
1,235,2017,03,08,02,47,26,1,0,6,15,45,68,51,0,12,0
1,235,2017,01,24,00,33,15,1,12,1,0,49,73,31,22,0,0
1,235,2017,03,11,21,31,56,1,0,13,22,48,80,54,0,32,0
1,208,2017,03,15,02,25,34,1,0,13,0,32,70,44,0,16,8
1,235,2017,03,07,16,47,32,0,0,4,0,32,56,51,10,8,0
1,234,2017,03,24,20,25,49,1,0,30,2,31,59,33,0,36,0
1,234,2017,01,24,13,37,19,1,4,28,0,40,37,40,12,40,6
1,235,2017,03,21,23,04,13,1,0,20,6,52,53,50,7,33,0
1,235,2017,01,30,22,21,50,1,0,14,15,41,67,51,0,21,0
1,217,2017,01,31,08,03,12,1,0,34,0,37,60,59,0,38,0
1,217,2017,03,17,08,33,53,1,0,29,4,49,72,53,0,30,0
1,235,2017,03,18,21,54,57,1,0,34,14,28,60,47,27,29,28
1,235,2017,03,08,01,03,6,1,2,42,0,34,34,31,26,52,13
1,217,2017,03,01,02,46,17,1,6,1,9,34,48,58,18,19,17
1,235,2017,03,03,01,27,38,0,30,24,17,45,74,62,3,31,4
1,235,2017,03,07,21,32,3,1,8,0,0,47,51,49,0,9,1
1,199,2017,03,05,11,01,47,1,0,1,12,37,62,60,7,5,24
1,39,2017,01,31,01,14,36,1,0,24,0,38,42,42,3,28,1
1,235,2017,01,24,01,22,58,1,0,16,0,40,68,49,11,17,0
1,235,2017,03,09,17,00,18,1,0,16,17,37,59,53,21,34,0
1,234,2017,03,25,10,16,45,1,6,20,0,35,49,56,16,35,0
1,235,2017,03,05,22,42,20,1,24,33,32,60,56,35,9,40,4
1,109,2017,03,06,15,13,8,0,0,8,0,43,42,39,7,15,12
1,235,2017,03,28,12,47,35,1,4,2,0,48,63,41,0,12,0
1,156,2017,03,03,13,12,56,0,0,15,0,39,65,53,0,12,0
1,214,2017,01,24,08,23,33,1,4,4,0,41,60,49,0,12,0
1,182,2017,01,28,18,22,45,1,0,37,0,38,58,44,0,34,16
1,181,2017,03,19,16,04,4,1,0,0,7,38,65,63,0,4,16
1,82,2017,01,29,10,15,20,1,5,36,19,27,57,25,1,46,0
1,235,2017,01,23,14,44,25,1,0,40,0,34,59,39,0,41,2
1,194,2017,03,17,12,56,1,1,0,7,7,30,55,41,7,16,0
1,137,2017,03,04,16,43,31,1,0,3,8,40,54,43,0,11,4
1,34,2017,03,14,22,01,48,1,0,12,10,28,57,48,0,15,22
1,234,2017,03,14,12,47,35,1,13,27,3,27,51,36,0,18,0
1,235,2017,03,10,23,03,22,1,0,21,0,40,62,40,0,21,0
1,39,2017,03,23,22,56,26,1,2,39,4,41,46,41,0,45,0
1,208,2017,01,27,13,27,51,1,17,28,0,25,63,20,12,40,0
1,110,2017,03,17,19,44,13,1,0,27,9,43,65,43,11,45,17
1,235,2017,03,16,21,16,47,1,17,9,3,29,71,63,0,29,1
1,235,2017,03,05,18,45,8,1,12,0,2,33,45,66,0,17,0
1,235,2017,03,08,10,44,47,1,22,10,17,40,52,38,13,24,18
1,235,2017,03,22,01,06,53,1,0,36,0,40,50,38,4,43,6
1,13,2017,03,28,08,57,16,1,5,18,12,43,54,46,0,20,1
1,194,2017,03,13,17,48,30,1,2,17,0,37,63,40,0,18,0
1,235,2017,03,28,21,26,47,1,4,44,7,45,36,36,0,37,7
1,234,2017,03,15,12,50,35,1,0,18,1,30,66,38,4,15,0
1,235,2017,03,27,04,18,57,1,10,7,9,41,66,46,0,24,0
1,235,2017,03,05,00,25,51,1,0,15,0,41,67,48,0,18,0
1,214,2017,01,24,08,37,43,1,5,8,6,35,64,53,0,11,0
1,235,2017,03,27,23,54,25,1,25,23,12,39,37,32,0,25,0
1,181,2017,03,22,12,43,40,1,0,33,10,41,69,57,6,35,0
1,39,2017,03,01,16,41,4,1,0,31,7,23,53,29,19,45,2
1,234,2017,03,15,12,54,55,1,15,20,8,33,61,57,0,7,18
1,234,2017,03,16,13,20,42,1,0,42,10,46,52,43,21,32,0
1,13,2017,01,27,10,14,10,1,0,27,5,24,65,52,23,39,0
1,165,2017,03,28,06,47,18,1,0,0,0,45,51,48,0,3,1
1,234,2017,01,28,17,27,37,1,0,8,0,22,63,37,11,12,0
